item_id,item_type,predicted_kaggle_answer,confidence_pct,tier,runner_up_answer,runner_up_pct,num_submissions_agreeing,num_submissions_with_answer,teacher_consensus,teacher_agrees,investigation_flag,submission_answer_distribution_json
864,free,25.00,52.79,4,"11.67,25",37.29,2,12,,False,False,"{""11.67,25"": 7, ""25"": 2, ""11.6667,25"": 2, ""PLACEHOLDER_0864"": 1}"
865,free,\dfrac{7}{x} - 8,61.66,3,\frac{7}{x}-8,27.16,2,12,\frac{7}{x} - 8,False,True,"{""\\dfrac{7}{x}-8"": 2, ""\\frac{7}{x}-8"": 5, ""PLACEHOLDER_0865"": 3, ""INVALID"": 2}"
866,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0866"": 3, ""INVALID"": 2}"
867,MCQ,E,99.0,1,INVALID,1.27,7,12,E,True,False,"{""E"": 7, ""PLACEHOLDER_0867"": 3, ""INVALID"": 2}"
868,MCQ,E,81.97,2,B,11.58,5,9,,False,False,"{""E"": 5, ""B"": 3, ""PLACEHOLDER_0868"": 1}"
869,free,"20.50, \dfrac{x + y + xy}{2}",74.36,3,"20.5,\\dfrac{x+y+xy}{2}",10.43,4,12,,False,False,"{""20.5,\\dfrac{x+y+xy}{2}"": 4, ""20.5,\\\\dfrac{x+y+xy}{2}"": 1, ""(x+y+xy)/2"": 1, ""\\dfrac{x+y+xy}{2}"": 1, ""20.5,\\frac{x+y+xy}{2}"": 3, ""PLACEHOLDER_0869"": 2}"
870,MCQ,D,99.0,1,INVALID,1.27,7,12,D,True,False,"{""D"": 7, ""PLACEHOLDER_0870"": 3, ""INVALID"": 2}"
871,MCQ,G,99.0,1,INVALID,1.27,7,12,G,True,False,"{""G"": 7, ""PLACEHOLDER_0871"": 3, ""INVALID"": 2}"
872,free,INVALID,49.19,4,0,30.93,1,12,"infinity, 0",False,True,"{""inf,0"": 7, ""INVALID"": 1, ""0"": 2, ""PLACEHOLDER_0872"": 2}"
873,MCQ,A,55.37,4,B,37.42,1,12,,False,False,"{""B"": 7, ""A"": 1, ""G"": 2, ""PLACEHOLDER_0873"": 2}"
874,MCQ,J,99.0,1,INVALID,1.3,5,10,J,True,False,"{""J"": 5, ""PLACEHOLDER_0874"": 3, ""INVALID"": 2}"
875,MCQ,C,99.0,1,INVALID,1.27,7,12,C,True,False,"{""C"": 7, ""PLACEHOLDER_0875"": 3, ""INVALID"": 2}"
876,MCQ,C,99.0,1,INVALID,1.27,7,12,C,True,False,"{""C"": 7, ""PLACEHOLDER_0876"": 3, ""INVALID"": 2}"
877,MCQ,F,99.0,1,INVALID,1.27,7,12,F,True,False,"{""F"": 7, ""PLACEHOLDER_0877"": 3, ""INVALID"": 2}"
878,MCQ,I,77.43,3,J,14.5,8,12,,False,False,"{""I"": 8, ""J"": 3, ""PLACEHOLDER_0878"": 1}"
879,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0879"": 3, ""INVALID"": 2}"
880,free,"0.9459, 2.917",33.41,5,3538,34.24,5,12,"\frac{35}{37},\frac{35}{12}",False,True,"{""0.9459,2.917"": 5, ""3538"": 1, ""2.917"": 2, ""0.945946,2.91667"": 2, ""PLACEHOLDER_0880"": 2}"
881,MCQ,D,99.0,1,INVALID,1.27,7,12,D,True,False,"{""D"": 7, ""PLACEHOLDER_0881"": 3, ""INVALID"": 2}"
882,free,"1200, 3600",97.68,1,3600,6.66,5,12,"1200,3600",True,False,"{""1200,3600"": 5, ""3600"": 2, ""PLACEHOLDER_0882"": 3, ""1201"": 2}"
883,free,656.1,96.23,1,656,1.77,6,12,,False,False,"{""656.1"": 6, ""657"": 3, ""656"": 2, ""PLACEHOLDER_0883"": 1}"
884,free,(x - 59)^2 + 74,84.12,2,g(x)=(x-59)^2+74,15.33,8,12,,False,False,"{""(x-59)^2+74"": 8, ""g(x)=(x-59)^2+74"": 2, ""PLACEHOLDER_0884"": 2}"
885,free,B,90.54,1,PLACEHOLDER_0885,4.89,2,12,,False,False,"{""18,139.875,18,B"": 9, ""B"": 2, ""PLACEHOLDER_0885"": 1}"
886,free,"A, C",61.42,3,C,42.29,3,12,"A,C",True,False,"{""C"": 4, ""A,C"": 3, ""PLACEHOLDER_0886"": 3, ""INVALID"": 2}"
887,MCQ,C,55.3,4,I,33.63,2,11,I,False,True,"{""C"": 2, ""I"": 4, ""PLACEHOLDER_0887"": 3, ""INVALID"": 2}"
888,MCQ,I,99.0,1,INVALID,1.27,7,12,I,True,False,"{""I"": 7, ""PLACEHOLDER_0888"": 3, ""INVALID"": 2}"
889,free,"5, 4y",61.42,3,4y,42.29,3,12,"5, 4y",True,False,"{""4y"": 4, ""5,4y"": 3, ""PLACEHOLDER_0889"": 3, ""6"": 2}"
890,free,6,54.66,4,"A,A,C,6",34.09,5,12,"A,A,C,6",False,True,"{""6"": 5, ""A,A,C,6"": 2, ""PLACEHOLDER_0890"": 3, ""INVALID"": 2}"
891,MCQ,A,99.0,1,INVALID,1.27,7,12,A,True,False,"{""A"": 7, ""PLACEHOLDER_0891"": 3, ""INVALID"": 2}"
892,free,69.65,99.0,1,70,1.27,7,12,69.65,True,False,"{""69.65"": 7, ""PLACEHOLDER_0892"": 3, ""70"": 2}"
893,free,"A, C",97.68,1,C,6.66,5,12,"A,C",True,False,"{""A,C"": 5, ""C"": 2, ""PLACEHOLDER_0893"": 3, ""INVALID"": 2}"
894,free,9,95.51,1,"0.023,1.484,2.013,-0.109,0.301,-0.118,0.294,10",2.11,2,8,,False,False,"{""9"": 2, ""0.027,0.465,2.013,-0.131,0.231,-0.133,0.228,10"": 3, ""0.023,1.484,2.013,-0.109,0.301,-0.118,0.294,10"": 2, ""PLACEHOLDER_0894"": 1}"
895,free,70 \left( \dfrac{2}{7} \right)^{\frac{x - 10}{20}},97.44,1,g(x)=35\sqrt{14}(\frac{2}{7})^{x/20},1.32,5,12,,False,False,"{""70\\left(\\dfrac{2}{7}\\right)^{\\frac{x-10}{20}}"": 5, ""70\\left(\\frac{2}{7}\\right)^{\\frac{x-10}{20}}"": 4, ""g(x)=35\\sqrt{14}(\\frac{2}{7})^{x/20}"": 2, ""PLACEHOLDER_0895"": 1}"
896,free,"0, 1, 0, 0, 1, 1, 0, 1",18.64,5,INVALID,20.64,1,12,"False,True,False,False,True,True,False,True",False,True,"{""F,T,F,F,T,T,F,T"": 4, ""0,1,0,0,1,1,0,1"": 1, ""INVALID"": 1, ""True"": 1, ""1"": 1, ""False,True,False,False,True,True,False,True"": 2, ""PLACEHOLDER_0896"": 2}"
897,free,84.88,62.63,3,84.875,26.21,4,12,84.875,False,True,"{""84.88"": 4, ""84.875"": 3, ""PLACEHOLDER_0897"": 3, ""85"": 2}"
898,free,48,99.0,1,49,1.27,7,12,48,True,False,"{""48"": 7, ""PLACEHOLDER_0898"": 3, ""49"": 2}"
899,MCQ,D,99.0,1,INVALID,1.27,7,12,D,True,False,"{""D"": 7, ""PLACEHOLDER_0899"": 3, ""INVALID"": 2}"
900,free,"1200, 3600",97.68,1,3600,6.66,5,12,"1200,3600",True,False,"{""1200,3600"": 5, ""3600"": 2, ""PLACEHOLDER_0900"": 3, ""1201"": 2}"
901,MCQ,D,39.41,5,B,39.23,2,11,,False,False,"{""J"": 4, ""D"": 2, ""B"": 1, ""H"": 2, ""PLACEHOLDER_0901"": 2}"
902,free,"3, 2",45.31,4,6,25.27,6,12,,False,False,"{""3,2"": 6, ""6"": 1, ""2"": 1, ""9,6"": 2, ""PLACEHOLDER_0902"": 2}"
903,free,"A, C",91.65,1,C,12.47,4,12,"A,C",True,False,"{""A,C"": 4, ""C"": 3, ""PLACEHOLDER_0903"": 3, ""INVALID"": 2}"
904,MCQ,D,87.37,2,A,12.2,6,11,,False,False,"{""D"": 6, ""A"": 3, ""PLACEHOLDER_0904"": 2}"
905,free,"B, C",97.68,1,C,6.66,5,12,"B,C",True,False,"{""B,C"": 5, ""C"": 2, ""PLACEHOLDER_0905"": 3, ""INVALID"": 2}"
906,free,"x=2, x=5",36.1,5,"2,5",33.15,1,12,,False,False,"{""2,5"": 6, ""x=2,x=5"": 1, ""x=5"": 1, ""x=2,\\x=5"": 2, ""PLACEHOLDER_0906"": 2}"
907,free,56,95.51,1,152,2.11,2,8,,False,False,"{""56"": 2, ""450"": 3, ""152"": 2, ""PLACEHOLDER_0907"": 1}"
908,free,"100 \cdot (0.83)^t, 39.390",39.16,5,"100(0.83)^t,39.39",30.37,1,12,,False,False,"{""100\\cdot(0.83)^t,39.39"": 1, ""39.39"": 5, ""100(0.83)^t,39.39"": 1, ""100(0.83)^t,100(0.83)^5,39.39"": 1, ""100(0.83)^t,\\39.390"": 2, ""PLACEHOLDER_0908"": 2}"
909,free,1520,99.0,1,1521,1.27,7,12,1520,True,False,"{""1520"": 7, ""PLACEHOLDER_0909"": 3, ""1521"": 2}"
910,free,"1134, 16",97.68,1,16,6.66,5,12,"1134,16",True,False,"{""1134,16"": 5, ""16"": 2, ""PLACEHOLDER_0910"": 3, ""1135"": 2}"
911,MCQ,A,76.66,3,C,13.36,1,6,,False,False,"{""A"": 1, ""I"": 2, ""C"": 1, ""PLACEHOLDER_0911"": 2}"
912,free,6012,97.2,1,6013,1.32,5,11,,False,False,"{""6012"": 5, ""6012\\text{ft(approximately)}"": 3, ""6013"": 2, ""PLACEHOLDER_0912"": 1}"
913,MCQ,G,99.0,1,INVALID,1.27,7,12,G,True,False,"{""G"": 7, ""PLACEHOLDER_0913"": 3, ""INVALID"": 2}"
914,free,0.2474,47.07,4,"0.1901,0.2474",45.81,2,12,,False,False,"{""0.1901,0.2474"": 6, ""0.19,0.247"": 3, ""0.2474"": 2, ""PLACEHOLDER_0914"": 1}"
915,free,-1,81.65,2,-2,7.94,1,12,-2,False,True,"{""-2"": 9, ""-1"": 1, ""PLACEHOLDER_0915"": 2}"
916,free,"4.243, 8.485, 18.00",91.39,1,18,6.7,4,12,,False,False,"{""4.243,8.485,18"": 4, ""3\\sqrt{2},\\6\\sqrt{2},\\18"": 3, ""18"": 2, ""3\\sqrt{2},6\\sqrt{2},18"": 2, ""PLACEHOLDER_0916"": 1}"
917,free,190,45.37,4,43,37.42,1,12,"189.8,246.4,43",False,True,"{""43"": 7, ""190"": 1, ""189.8,246.4,43"": 2, ""PLACEHOLDER_0917"": 2}"
918,MCQ,C,77.43,3,E,14.5,8,12,,False,False,"{""C"": 8, ""E"": 3, ""PLACEHOLDER_0918"": 1}"
919,free,0.1756,70.82,3,0.0898526,22.37,2,8,,False,False,"{""0.1756"": 2, ""0.0898526"": 1, ""0.322594"": 2, ""1"": 1, ""PLACEHOLDER_0919"": 2}"
920,free,178,99.0,1,179,1.3,5,10,178,True,False,"{""178"": 5, ""PLACEHOLDER_0920"": 3, ""179"": 2}"
921,MCQ,D,99.0,1,INVALID,1.27,7,12,D,True,False,"{""D"": 7, ""PLACEHOLDER_0921"": 3, ""INVALID"": 2}"
922,MCQ,B,99.0,1,INVALID,1.27,7,12,B,True,False,"{""B"": 7, ""PLACEHOLDER_0922"": 3, ""INVALID"": 2}"
923,free,"93.00, 48.00",55.64,4,"y=-6.2x+297.6,93,48",23.43,1,12,,False,False,"{""y=-6.2x+297.6,93,48"": 5, ""93,48"": 1, ""48"": 2, ""y=-6.2x+297.6,\\93,\\48"": 2, ""PLACEHOLDER_0923"": 2}"
924,free,2010,57.53,4,"55+0.2t,2010",21.89,4,11,,False,False,"{""2010"": 4, ""55+0.2t,2010"": 1, ""n=55+0.2t,\\2010"": 1, ""n=55+0.2t,\\quad2010"": 2, ""2010,2010"": 1, ""PLACEHOLDER_0924"": 2}"
925,free,276,77.0,3,266,14.78,6,10,,False,False,"{""276"": 6, ""266"": 3, ""PLACEHOLDER_0925"": 1}"
926,free,-3t^2 - 6t + 2,77.43,3,2-6t-3t^2,14.5,8,12,,False,False,"{""-3t^2-6t+2"": 8, ""2-6t-3t^2"": 3, ""PLACEHOLDER_0926"": 1}"
927,free,"0,1,1,1,0,0",23.11,5,INVALID,26.11,5,12,"False, True, True, True, False, False",False,True,"{""0,1,1,1,0,0"": 5, ""INVALID"": 1, ""False"": 1, ""0"": 1, ""False,True,True,True,False,False"": 2, ""PLACEHOLDER_0927"": 2}"
928,MCQ,E,99.0,1,INVALID,1.27,7,12,E,True,False,"{""E"": 7, ""PLACEHOLDER_0928"": 3, ""INVALID"": 2}"
929,free,"6.086,\ (-0.72,\ 3.12),\ A",36.1,5,A,33.15,1,12,,False,False,"{""A"": 6, ""6.086,\\(-0.72,\\3.12),\\A"": 1, ""5.86"": 1, ""6.086,(-0.72,3.12),A"": 2, ""PLACEHOLDER_0929"": 2}"
930,MCQ,E,99.0,1,INVALID,0.96,4,9,E,True,False,"{""E"": 4, ""PLACEHOLDER_0930"": 3, ""INVALID"": 2}"
931,free,"3, -3",88.06,2,"(3,-3)",8.24,5,12,"3,-3",True,False,"{""3,-3"": 5, ""(3,-3)"": 1, ""-3"": 1, ""PLACEHOLDER_0931"": 3, ""4"": 2}"
932,free,26,99.0,1,27,1.27,7,12,26,True,False,"{""26"": 7, ""PLACEHOLDER_0932"": 3, ""27"": 2}"
933,MCQ,E,99.0,1,INVALID,1.27,7,12,E,True,False,"{""E"": 7, ""PLACEHOLDER_0933"": 3, ""INVALID"": 2}"
934,MCQ,J,77.43,3,G,14.5,8,12,,False,False,"{""J"": 8, ""G"": 3, ""PLACEHOLDER_0934"": 1}"
935,MCQ,INVALID,63.1,3,H,25.61,1,8,,False,False,"{""H"": 4, ""INVALID"": 1, ""S"": 1, ""PLACEHOLDER_0935"": 2}"
936,free,27517,81.65,2,17.1875,7.94,1,12,\frac{275}{16},False,True,"{""17.1875"": 9, ""27517"": 1, ""PLACEHOLDER_0936"": 2}"
937,free,640,99.0,1,641,1.27,7,12,640,True,False,"{""640"": 7, ""PLACEHOLDER_0937"": 3, ""641"": 2}"
938,free,49.88,84.12,2,\49.88,15.33,8,12,,False,False,"{""49.88"": 8, ""\\49.88"": 2, ""PLACEHOLDER_0938"": 2}"
939,MCQ,E,99.0,1,INVALID,1.27,7,12,E,True,False,"{""E"": 7, ""PLACEHOLDER_0939"": 3, ""INVALID"": 2}"
940,MCQ,B,83.17,2,F,20.76,5,12,B,True,False,"{""B"": 5, ""F"": 2, ""PLACEHOLDER_0940"": 3, ""INVALID"": 2}"
941,free,"A, C, A, A, B, C",91.65,1,C,12.47,4,12,"A,C,A,A,B,C",True,False,"{""A,C,A,A,B,C"": 4, ""C"": 3, ""PLACEHOLDER_0941"": 3, ""INVALID"": 2}"
942,free,36,99.0,1,37,1.27,7,12,36,True,False,"{""36"": 7, ""PLACEHOLDER_0942"": 3, ""37"": 2}"
